clause_id,clause,reply,remark,answer,times_used
1216,"Double-action mechanism requiring two actions to initiate an alarm, pull-lever type; with integral addressable module arranged to communicate manual-station status (normal, alarm, or trouble) to fire alarm control unit.",Comply,Please refer the SIGA-278 data sheet in section - 9.,Comply,11
1216,"Double-action mechanism requiring two actions to initiate an alarm, pull-lever type; with integral addressable module arranged to communicate manual-station status (normal, alarm, or trouble) to fire alarm control unit.",Comply,,Comply,4
1216,"Double-action mechanism requiring two actions to initiate an alarm, pull-lever type; with integral addressable module arranged to communicate manual-station status (normal, alarm, or trouble) to fire alarm control unit.",Comply with double action mechanism,Please refer the SIGA-278 data sheet in section - 8.,Comply,4
1216,"Double-action mechanism requiring two actions to initiate an alarm, pull-lever type; with integral addressable module arranged to communicate manual-station status (normal, alarm, or trouble) to fire alarm control unit.",Comply,Please refer the SIGA-278 data sheet in section-9.,Comply,2
1217,"Comply with UL 268; operating at 24-V dc, nominal.",Comply,Please refer SIGA-PD datasheet in section - 9.,Comply,11
1217,"Comply with UL 268; operating at 24-V dc, nominal.",Comply,,Comply,10
1217,"Comply with UL 268; operating at 24-V dc, nominal.",Comply,Please refer SIGA-PD datasheet in section - 8.,Comply,4
1218,"Integral Addressable Module: Arranged to communicate detector status (normal, alarm, or trouble) to fire alarm control unit.",Comply,,Comply,33
1218,"Integral Addressable Module: Arranged to communicate detector status (normal, alarm, or trouble) to fire alarm control unit.",Comply,Please refer SIGA-HRD datasheet in section - 9.,Comply,22
1218,"Integral Addressable Module: Arranged to communicate detector status (normal, alarm, or trouble) to fire alarm control unit.",Comply,Please refer SIGA-PD datasheet in section - 9.,Comply,11
1218,"Integral Addressable Module: Arranged to communicate detector status (normal, alarm, or trouble) to fire alarm control unit.",Not applicable as per the IFC drawings.,,Not applicable,8
1218,"Integral Addressable Module: Arranged to communicate detector status (normal, alarm, or trouble) to fire alarm control unit.",Comply,Please refer SIGA-HRD datasheet in section - 8.,Comply,8
1218,"Integral Addressable Module: Arranged to communicate detector status (normal, alarm, or trouble) to fire alarm control unit.",Comply,Pls refer section#5 page 109-112 Pls refer section#5 page 109-112 Pls refer section#5 page 109-112,Comply,4
1218,"Integral Addressable Module: Arranged to communicate detector status (normal, alarm, or trouble) to fire alarm control unit.",Comply,Please refer SIGA-PD datasheet in section - 8.,Comply,4
1218,"Integral Addressable Module: Arranged to communicate detector status (normal, alarm, or trouble) to fire alarm control unit.",Not Applicable,,Not applicable,3
1218,"Integral Addressable Module: Arranged to communicate detector status (normal, alarm, or trouble) to fire alarm control unit.",Comply.,"Please refer section 9: Product data sheets, page no 60-63 of 127.",Comply,3
1218,"Integral Addressable Module: Arranged to communicate detector status (normal, alarm, or trouble) to fire alarm control unit.",Comply.,,Comply,1
1218,"Integral Addressable Module: Arranged to communicate detector status (normal, alarm, or trouble) to fire alarm control unit.",By others,Fire Alarm Monitor module will be provided for LHD interface.,By others,1
1219,"Remote Control: Unless otherwise indicated, detectors shall be analog-addressable type, individually monitored at fire alarm control unit for calibration, sensitivity, and alarm condition and individually adjustable for sensitivity by fire alarm control unit",Comply,Please refer SIGA-PD datasheet in section - 9.,Comply,11
1219,"Remote Control: Unless otherwise indicated, detectors shall be analog-addressable type, individually monitored at fire alarm control unit for calibration, sensitivity, and alarm condition and individually adjustable for sensitivity by fire alarm control unit",Comply,,Comply,6
1219,"Remote Control: Unless otherwise indicated, detectors shall be analog-addressable type, individually monitored at fire alarm control unit for calibration, sensitivity, and alarm condition and individually adjustable for sensitivity by fire alarm control unit",Comply,the sensitivity can be adjusted by PC.,Comply,4
1219,"Remote Control: Unless otherwise indicated, detectors shall be analog-addressable type, individually monitored at fire alarm control unit for calibration, sensitivity, and alarm condition and individually adjustable for sensitivity by fire alarm control unit",Comply,Please refer SIGA-PD datasheet in section - 8.,Comply,4
1219,"Remote Control: Unless otherwise indicated, detectors shall be analog-addressable type, individually monitored at fire alarm control unit for calibration, sensitivity, and alarm condition and individually adjustable for sensitivity by fire alarm control unit",Comply.,,Comply,1
1219,"Remote Control: Unless otherwise indicated, detectors shall be analog-addressable type, individually monitored at fire alarm control unit for calibration, sensitivity, and alarm condition and individually adjustable for sensitivity by fire alarm control unit",Comply.,"Please refer section 9: Product data sheets, page no 60-63 of 127.",Comply,1
1220,a. Rate-of-rise temperature characteristic shall be selectable at fire alarm control unit for 15 to 20deg. F (8 or 11 deg C) per minute.,Comply,the sensitivity can be adjusted by PC.,Comply,4
1221,b. Fixed-temperature sensing shall be independent of rate-of-rise sensing and shall be settable at fire alarm control unit to operate at 135 to 155 deg. F ( 57 or 68 deg C).,Comply,the sensitivity can be adjusted by PC.,Comply,4
1222,c. Provide multiple levels of detection sensitivity for each sensor.,Comply,the sensitivity can be adjusted by PC.,Comply,4
1223,Detector address shall be accessible from fire alarm control unit and shall be able to identify the detector's location within the system and its sensitivity setting.,Comply,,Comply,48
1223,Detector address shall be accessible from fire alarm control unit and shall be able to identify the detector's location within the system and its sensitivity setting.,Comply,Please refer SIGA-PD datasheet in section - 9.,Comply,11
1223,Detector address shall be accessible from fire alarm control unit and shall be able to identify the detector's location within the system and its sensitivity setting.,COMPLY,,Comply,4
1223,Detector address shall be accessible from fire alarm control unit and shall be able to identify the detector's location within the system and its sensitivity setting.,Comply,Please refer SIGA-PD datasheet in section - 8.,Comply,4
1223,Detector address shall be accessible from fire alarm control unit and shall be able to identify the detector's location within the system and its sensitivity setting.,Not applicable,,Not applicable,3
1223,Detector address shall be accessible from fire alarm control unit and shall be able to identify the detector's location within the system and its sensitivity setting.,Comply.,"Please refer section 9: Product data sheets, page no 60-63 of 127.",Comply,3
1223,Detector address shall be accessible from fire alarm control unit and shall be able to identify the detector's location within the system and its sensitivity setting.,Comply.,"Please refer section 9: Product data sheets, page no 72-75 of 127.",Comply,3
1223,Detector address shall be accessible from fire alarm control unit and shall be able to identify the detector's location within the system and its sensitivity setting.,Comply.,"Please refer section 9: Product data sheets, page no 76-79 of 127.",Comply,3
1223,Detector address shall be accessible from fire alarm control unit and shall be able to identify the detector's location within the system and its sensitivity setting.,Comply,Pls refer section#5 page 105-108 Pls refer section#5 page 105-108 Pls refer section#5 page 105-108,Comply,2
1223,Detector address shall be accessible from fire alarm control unit and shall be able to identify the detector's location within the system and its sensitivity setting.,Comply,Pls refer section#5 page 113-116 Pls refer section#5 page 113-116 Pls refer section#5 page 113-116,Comply,2
1223,Detector address shall be accessible from fire alarm control unit and shall be able to identify the detector's location within the system and its sensitivity setting.,Not applicable.,The fire alarm system is interfaced with CO panel,Not applicable,2
1223,Detector address shall be accessible from fire alarm control unit and shall be able to identify the detector's location within the system and its sensitivity setting.,Comply,Pls refer section#5 page 100-103 Pls refer section#5 page 100-103 Pls refer section#5 page 100-103,Comply,2
